building_id,site_id,primaryspaceusage,sqm,yearbuilt,lat,lng
Panther_education_Teofila,Panther,Education,8723.3,1999.0,28.5176885788321,-81.3790387999998
Panther_education_Ivan,Panther,Education,5751.1,2001.0,28.5176885788321,-81.3790387999998
Panther_office_Shauna,Panther,Office,4495.8,2005.0,28.5176885788321,-81.3790387999998
Panther_lodging_Hattie,Panther,Lodging/residential,3594.0,2002.0,28.5176885788321,-81.3790387999998
Panther_lodging_Jana,Panther,Lodging/residential,3969.8,2002.0,28.5176885788321,-81.3790387999998
Panther_lodging_Teresita,Panther,Lodging/residential,3866.3,2002.0,28.5176885788321,-81.3790387999998
Panther_lodging_Cornelia,Panther,Lodging/residential,4935.9,2002.0,28.5176885788321,-81.3790387999998
Panther_lodging_Tracie,Panther,Lodging/residential,4935.9,2002.0,28.5176885788321,-81.3790387999998
Panther_office_Bryce,Panther,Office,620.1,1998.0,28.5176885788321,-81.3790387999998
Panther_office_Lois,Panther,Office,1186.3,2013.0,28.5176885788321,-81.3790387999998
Panther_office_Taryn,Panther,Office,6003.3,1969.0,28.5176885788321,-81.3790387999998
Panther_assembly_David,Panther,Entertainment/public assembly,2503.2,2001.0,28.5176885788321,-81.3790387999998
Panther_office_Kristen,Panther,Office,8719.9,1968.0,28.5176885788321,-81.3790387999998
Panther_other_Lucina,Panther,Other,21043.1,1968.0,28.5176885788321,-81.3790387999998
Panther_retail_Kristina,Panther,Retail,5487.9,1980.0,28.5176885788321,-81.3790387999998
Panther_lodging_Heather,Panther,Lodging/residential,1070.1,1991.0,28.5176885788321,-81.3790387999998
Panther_lodging_Otis,Panther,Lodging/residential,461.6,1989.0,28.5176885788321,-81.3790387999998
Panther_lodging_Jacquelyn,Panther,Lodging/residential,1290.4,2013.0,28.5176885788321,-81.3790387999998
Panther_lodging_Juliet,Panther,Lodging/residential,557.4,1993.0,28.5176885788321,-81.3790387999998
Panther_retail_Rachel,Panther,Retail,26.3,1985.0,28.5176885788321,-81.3790387999998
Panther_retail_Gilbert,Panther,Retail,1421.8,2016.0,28.5176885788321,-81.3790387999998
Panther_retail_Lester,Panther,Retail,840.3,2016.0,28.5176885788321,-81.3790387999998
Panther_retail_Felix,Panther,Retail,2941.9,2008.0,28.5176885788321,-81.3790387999998
Panther_other_Tyrone,Panther,Other,889.0,1989.0,28.5176885788321,-81.3790387999998
Panther_lodging_Carroll,Panther,Lodging/residential,1361.2,1994.0,28.5176885788321,-81.3790387999998
Panther_lodging_Paulette,Panther,Lodging/residential,351.9,1994.0,28.5176885788321,-81.3790387999998
Panther_lodging_Alyssa,Panther,Lodging/residential,1361.2,1994.0,28.5176885788321,-81.3790387999998
Panther_other_Iva,Panther,Other,255.5,2011.0,28.5176885788321,-81.3790387999998
Panther_lodging_Myrtle,Panther,Lodging/residential,2272.0,1968.0,28.5176885788321,-81.3790387999998
Panther_other_Luis,Panther,Other,494.8,2005.0,28.5176885788321,-81.3790387999998
Panther_other_Bettie,Panther,Other,436.5,1981.0,28.5176885788321,-81.3790387999998
Panther_parking_Asia,Panther,Parking,36012.7,2014.0,28.5176885788321,-81.3790387999998
Panther_education_Edna,Panther,Education,9896.3,1970.0,28.5176885788321,-81.3790387999998
Panther_office_Otto,Panther,Office,8151.5,1971.0,28.5176885788321,-81.3790387999998
Panther_education_Violet,Panther,Education,730.9,2011.0,28.5176885788321,-81.3790387999998
Panther_office_Christian,Panther,Office,1553.9,2011.0,28.5176885788321,-81.3790387999998
Panther_lodging_Alita,Panther,Lodging/residential,5582.4,2013.0,28.5176885788321,-81.3790387999998
Panther_lodging_Edison,Panther,Lodging/residential,6072.0,2013.0,28.5176885788321,-81.3790387999998
Panther_lodging_Sonja,Panther,Lodging/residential,7746.2,2013.0,28.5176885788321,-81.3790387999998
Panther_assembly_Pamella,Panther,Entertainment/public assembly,7556.5,2005.0,28.5176885788321,-81.3790387999998
Panther_education_Neal,Panther,Education,7578.7,1997.0,28.5176885788321,-81.3790387999998
Panther_lodging_Blaine,Panther,Lodging/residential,3594.0,2001.0,28.5176885788321,-81.3790387999998
Panther_lodging_Floyd,Panther,Lodging/residential,3969.8,2001.0,28.5176885788321,-81.3790387999998
Panther_lodging_Jorge,Panther,Lodging/residential,3866.3,2001.0,28.5176885788321,-81.3790387999998
Panther_lodging_Edmond,Panther,Lodging/residential,4935.9,2001.0,28.5176885788321,-81.3790387999998
Panther_lodging_Kaitlin,Panther,Lodging/residential,4935.9,2001.0,28.5176885788321,-81.3790387999998
Panther_office_Gino,Panther,Office,78.0,2000.0,28.5176885788321,-81.3790387999998
Panther_lodging_Fausto,Panther,Lodging/residential,3459.8,1981.0,28.5176885788321,-81.3790387999998
Panther_lodging_Janice,Panther,Lodging/residential,2272.0,1968.0,28.5176885788321,-81.3790387999998
Panther_parking_Charlene,Panther,Parking,45284.0,2007.0,28.5176885788321,-81.3790387999998
Panther_parking_Jody,Panther,Parking,36012.7,2000.0,28.5176885788321,-81.3790387999998
Panther_parking_Mellissa,Panther,Parking,36012.7,2007.0,28.5176885788321,-81.3790387999998
Panther_parking_Clarence,Panther,Parking,37179.8,2011.0,28.5176885788321,-81.3790387999998
Panther_parking_Stanley,Panther,Parking,36012.7,1998.0,28.5176885788321,-81.3790387999998
Panther_parking_Adela,Panther,Parking,36012.7,2002.0,28.5176885788321,-81.3790387999998
Panther_parking_Lorriane,Panther,Parking,36012.7,2008.0,28.5176885788321,-81.3790387999998
Panther_parking_Alaina,Panther,Parking,36012.7,1997.0,28.5176885788321,-81.3790387999998
Panther_education_Zelda,Panther,Education,7519.8,2010.0,28.5176885788321,-81.3790387999998
Panther_education_Jerome,Panther,Education,11974.0,2009.0,28.5176885788321,-81.3790387999998
Panther_lodging_Drew,Panther,Lodging/residential,785.0,1988.0,28.5176885788321,-81.3790387999998
Panther_lodging_Anastasia,Panther,Lodging/residential,2272.0,1968.0,28.5176885788321,-81.3790387999998
Panther_retail_Jeanette,Panther,Retail,1162.7,1976.0,28.5176885788321,-81.3790387999998
Panther_education_Enriqueta,Panther,Education,7084.5,2007.0,28.5176885788321,-81.3790387999998
Panther_office_Lauretta,Panther,Office,3366.8,2010.0,28.5176885788321,-81.3790387999998
Panther_office_Patti,Panther,Office,14503.2,2001.0,28.5176885788321,-81.3790387999998
Panther_other_Ismael,Panther,Other,364.0,2008.0,28.5176885788321,-81.3790387999998
Panther_other_Bethel,Panther,Other,281.0,1979.0,28.5176885788321,-81.3790387999998
Panther_office_Brent,Panther,Office,998.1,1974.0,28.5176885788321,-81.3790387999998
Panther_other_Lula,Panther,Other,192.3,1996.0,28.5176885788321,-81.3790387999998
Panther_office_Hannah,Panther,Office,375.1,1986.0,28.5176885788321,-81.3790387999998
Panther_lodging_Else,Panther,Lodging/residential,3459.8,1981.0,28.5176885788321,-81.3790387999998
Panther_education_Janis,Panther,Education,1015.6,1986.0,28.5176885788321,-81.3790387999998
Panther_assembly_Carrol,Panther,Entertainment/public assembly,595.7,2006.0,28.5176885788321,-81.3790387999998
Panther_assembly_Gwyneth,Panther,Entertainment/public assembly,7109.6,2007.0,28.5176885788321,-81.3790387999998
Panther_education_Jarrett,Panther,Education,249.4,1968.0,28.5176885788321,-81.3790387999998
Panther_retail_Romeo,Panther,Retail,15027.5,1996.0,28.5176885788321,-81.3790387999998
Panther_lodging_Gale,Panther,Lodging/residential,5499.9,1999.0,28.5176885788321,-81.3790387999998
Panther_education_Emily,Panther,Education,6326.1,2003.0,28.5176885788321,-81.3790387999998
Panther_office_Lavinia,Panther,Office,1001.4,1970.0,28.5176885788321,-81.3790387999998
Panther_office_Clementine,Panther,Office,3100.2,1982.0,28.5176885788321,-81.3790387999998
Panther_education_Scarlett,Panther,Education,2737.8,1968.0,28.5176885788321,-81.3790387999998
Panther_lodging_Georgie,Panther,Lodging/residential,1221.8,1990.0,28.5176885788321,-81.3790387999998
Panther_lodging_Kara,Panther,Lodging/residential,18667.3,2006.0,28.5176885788321,-81.3790387999998
Panther_lodging_Kirk,Panther,Lodging/residential,18667.3,2006.0,28.5176885788321,-81.3790387999998
Panther_lodging_Cora,Panther,Lodging/residential,17433.0,2007.0,28.5176885788321,-81.3790387999998
Panther_lodging_Marisol,Panther,Lodging/residential,18667.3,2007.0,28.5176885788321,-81.3790387999998
Panther_office_Danica,Panther,Office,210.0,2016.0,28.5176885788321,-81.3790387999998
Panther_education_Joyce,Panther,Education,7896.8,1991.0,28.5176885788321,-81.3790387999998
Panther_lodging_Dianna,Panther,Lodging/residential,2272.0,1968.0,28.5176885788321,-81.3790387999998
Panther_office_Antonette,Panther,Office,1752.2,1986.0,28.5176885788321,-81.3790387999998
Panther_office_Christin,Panther,Office,1474.9,1983.0,28.5176885788321,-81.3790387999998
Panther_education_Cleopatra,Panther,Education,2012.0,2016.0,28.5176885788321,-81.3790387999998
Panther_office_Ruthie,Panther,Office,4211.3,2003.0,28.5176885788321,-81.3790387999998
Panther_lodging_Marlyn,Panther,Lodging/residential,950.4,1968.0,28.5176885788321,-81.3790387999998
Robin_education_Kiera,Robin,Education,4703.0,1970.0,51.51878965384613,-0.1345562307692307
Robin_education_Della,Robin,Education,499.3,1970.0,51.51878965384613,-0.1345562307692307
Robin_education_Lashandra,Robin,Education,9061.0,2005.0,51.51878965384613,-0.1345562307692307
Robin_education_Megan,Robin,Education,7579.0,1913.0,51.51878965384613,-0.1345562307692307
Robin_education_Mercedes,Robin,Education,5295.0,1953.0,51.51878965384613,-0.1345562307692307
Robin_education_Audrea,Robin,Education,2584.0,2006.0,51.51878965384613,-0.1345562307692307
Robin_education_Derrick,Robin,Education,10994.0,1909.0,51.51878965384613,-0.1345562307692307
Robin_education_Karyl,Robin,Education,2992.0,1970.0,51.51878965384613,-0.1345562307692307
Robin_education_Madeline,Robin,Education,9335.0,1958.0,51.51878965384613,-0.1345562307692307
Robin_education_Leslie,Robin,Education,12977.0,1958.0,51.51878965384613,-0.1345562307692307
Robin_education_So,Robin,Education,12051.0,1968.0,51.51878965384613,-0.1345562307692307
Robin_education_Jasper,Robin,Education,3462.0,1970.0,51.51878965384613,-0.1345562307692307
Robin_education_Cecilia,Robin,Education,1439.0,2004.0,51.51878965384613,-0.1345562307692307
Robin_education_Julius,Robin,Education,12850.0,1960.0,51.51878965384613,-0.1345562307692307
Robin_education_Margarito,Robin,Education,8468.0,2007.0,51.51878965384613,-0.1345562307692307
Robin_education_Zenia,Robin,Education,6337.0,1976.0,51.51878965384613,-0.1345562307692307
Robin_education_Derick,Robin,Education,13965.0,1906.0,51.51878965384613,-0.1345562307692307
Robin_education_Terrance,Robin,Education,7714.9,1991.0,51.51878965384613,-0.1345562307692307
Robin_education_Kristopher,Robin,Education,5686.0,1989.0,51.51878965384613,-0.1345562307692307
Robin_education_Billi,Robin,Education,3560.0,1900.0,51.51878965384613,-0.1345562307692307
Robin_education_Takako,Robin,Education,1561.0,1995.0,51.51878965384613,-0.1345562307692307
Robin_education_Lizbeth,Robin,Education,2001.0,2004.0,51.51878965384613,-0.1345562307692307
Robin_lodging_Donna,Robin,Lodging/residential,2515.0,1970.0,51.51878965384613,-0.1345562307692307
Robin_lodging_Renea,Robin,Lodging/residential,9548.0,1956.0,51.51878965384613,-0.1345562307692307
Robin_lodging_Elmer,Robin,Lodging/residential,9565.0,1968.0,51.51878965384613,-0.1345562307692307
Robin_lodging_Dorthy,Robin,Lodging/residential,5842.9,1960.0,51.51878965384613,-0.1345562307692307
Robin_lodging_Janie,Robin,Lodging/residential,6193.0,1930.0,51.51878965384613,-0.1345562307692307
Robin_lodging_Celia,Robin,Lodging/residential,7721.0,1995.0,51.51878965384613,-0.1345562307692307
Robin_lodging_Oliva,Robin,Lodging/residential,6013.0,1960.0,51.51878965384613,-0.1345562307692307
Robin_lodging_Pricilla,Robin,Lodging/residential,4607.0,1998.0,51.51878965384613,-0.1345562307692307
Robin_lodging_Phillip,Robin,Lodging/residential,6181.0,1967.0,51.51878965384613,-0.1345562307692307
Robin_lodging_Armand,Robin,Lodging/residential,5246.0,1960.0,51.51878965384613,-0.1345562307692307
Robin_assembly_Colleen,Robin,Entertainment/public assembly,5948.0,1967.0,51.51878965384613,-0.1345562307692307
Robin_public_Carolina,Robin,Public services,10984.0,1970.0,51.51878965384613,-0.1345562307692307
Robin_public_Cami,Robin,Public services,5261.0,1900.0,51.51878965384613,-0.1345562307692307
Robin_office_Shirlene,Robin,Office,4647.0,1970.0,51.51878965384613,-0.1345562307692307
Robin_office_Gayle,Robin,Office,4161.0,1919.0,51.51878965384613,-0.1345562307692307
Robin_office_Dina,Robin,Office,4213.0,1970.0,51.51878965384613,-0.1345562307692307
Robin_office_Victor,Robin,Office,3724.0,1970.0,51.51878965384613,-0.1345562307692307
Robin_office_Lindsay,Robin,Office,5358.0,1970.0,51.51878965384613,-0.1345562307692307
Robin_office_Adolph,Robin,Office,1321.0,1970.0,51.51878965384613,-0.1345562307692307
Robin_office_Saul,Robin,Office,2937.0,1956.0,51.51878965384613,-0.1345562307692307
Robin_office_Donald,Robin,Office,7669.0,1977.0,51.51878965384613,-0.1345562307692307
Robin_office_Wai,Robin,Office,16221.0,1960.0,51.51878965384613,-0.1345562307692307
Robin_office_Zelma,Robin,Office,7607.0,1960.0,51.51878965384613,-0.1345562307692307
Robin_office_Antonina,Robin,Office,6099.7,1955.0,51.51878965384613,-0.1345562307692307
Robin_office_Serena,Robin,Office,2833.1,1997.0,51.51878965384613,-0.1345562307692307
Robin_office_Soledad,Robin,Office,957.0,1970.0,51.51878965384613,-0.1345562307692307
Robin_office_Erma,Robin,Office,4434.0,1928.0,51.51878965384613,-0.1345562307692307
Robin_office_Addie,Robin,Office,1495.0,1965.0,51.51878965384613,-0.1345562307692307
Robin_office_Maryann,Robin,Office,3201.0,1907.0,51.51878965384613,-0.1345562307692307
Robin_office_Sammie,Robin,Office,4802.0,1930.0,51.51878965384613,-0.1345562307692307
Fox_public_Denny,Fox,Public services,4058.1,2007.0,33.42442530000004,-111.9281403999998
Fox_office_Clayton,Fox,Office,488.5,1970.0,33.42442530000004,-111.9281403999998
Fox_office_Susanne,Fox,Office,941.6,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Vernon,Fox,Education,3825.7,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Charles,Fox,Education,909.3,1970.0,33.42442530000004,-111.9281403999998
Fox_assembly_Kathie,Fox,Entertainment/public assembly,1466.6,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Kendrick,Fox,Education,1052.5,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Delma,Fox,Education,9181.5,1968.0,33.42442530000004,-111.9281403999998
Fox_education_Ollie,Fox,Education,6698.5,1970.0,33.42442530000004,-111.9281403999998
Fox_warehouse_Pearl,Fox,Warehouse/storage,1199.2,1979.0,33.42442530000004,-111.9281403999998
Fox_warehouse_Lorretta,Fox,Warehouse/storage,360.2,1975.0,33.42442530000004,-111.9281403999998
Fox_lodging_Helen,Fox,Lodging/residential,51394.9,2009.0,33.42442530000004,-111.9281403999998
Fox_lodging_Stephen,Fox,Lodging/residential,8019.7,1956.0,33.42442530000004,-111.9281403999998
Fox_education_Andre,Fox,Education,17044.0,2005.0,33.42442530000004,-111.9281403999998
Fox_education_Yolande,Fox,Education,16681.6,2006.0,33.42442530000004,-111.9281403999998
Fox_retail_Manie,Fox,Retail,4201.4,1982.0,33.42442530000004,-111.9281403999998
Fox_office_Essie,Fox,Office,12244.3,1968.0,33.42442530000004,-111.9281403999998
Fox_office_Israel,Fox,Office,11282.1,1983.0,33.42442530000004,-111.9281403999998
Fox_education_Rosie,Fox,Education,8445.2,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Tonya,Fox,Education,8444.9,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Nilda,Fox,Education,10371.2,1989.0,33.42442530000004,-111.9281403999998
Fox_education_Kim,Fox,Education,5782.1,1970.0,33.42442530000004,-111.9281403999998
Fox_assembly_Boyce,Fox,Entertainment/public assembly,15520.9,1989.0,33.42442530000004,-111.9281403999998
Fox_office_Berniece,Fox,Office,2173.2,1970.0,33.42442530000004,-111.9281403999998
Fox_food_Francesco,Fox,Food sales and service,2310.2,2012.0,33.42442530000004,-111.9281403999998
Fox_education_Maris,Fox,Education,2284.1,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Elvira,Fox,Education,13826.7,2014.0,33.42442530000004,-111.9281403999998
Fox_assembly_Jerrod,Fox,Entertainment/public assembly,94.9,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Leota,Fox,Education,12311.3,1992.0,33.42442530000004,-111.9281403999998
Fox_education_Heriberto,Fox,Education,3174.6,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Miguelina,Fox,Education,7831.7,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Maureen,Fox,Education,22757.9,2008.0,33.42442530000004,-111.9281403999998
Fox_religion_Maurice,Fox,Religious worship,151.3,1948.0,33.42442530000004,-111.9281403999998
Fox_education_Sterling,Fox,Education,4106.6,1950.0,33.42442530000004,-111.9281403999998
Fox_office_Margarita,Fox,Office,2187.8,1941.0,33.42442530000004,-111.9281403999998
Fox_education_Elois,Fox,Education,695.0,1969.0,33.42442530000004,-111.9281403999998
Fox_education_Geoffrey,Fox,Education,12731.4,1957.0,33.42442530000004,-111.9281403999998
Fox_education_Gayla,Fox,Education,7271.3,1964.0,33.42442530000004,-111.9281403999998
Fox_education_Gloria,Fox,Education,14087.5,1983.0,33.42442530000004,-111.9281403999998
Fox_office_Molly,Fox,Office,576.3,1999.0,33.42442530000004,-111.9281403999998
Fox_office_Demetrius,Fox,Office,14463.3,1970.0,33.42442530000004,-111.9281403999998
Fox_office_Sheila,Fox,Office,901.4,1940.0,33.42442530000004,-111.9281403999998
Fox_assembly_Cindy,Fox,Entertainment/public assembly,3765.5,1970.0,33.42442530000004,-111.9281403999998
Fox_public_Rhonda,Fox,Public services,9555.6,1970.0,33.42442530000004,-111.9281403999998
Fox_office_Yong,Fox,Office,15232.3,2004.0,33.42442530000004,-111.9281403999998
Fox_parking_Tommie,Fox,Parking,37633.4,2004.0,33.42442530000004,-111.9281403999998
Fox_assembly_Emma,Fox,Entertainment/public assembly,13293.8,1964.0,33.42442530000004,-111.9281403999998
Fox_education_Wendell,Fox,Education,20402.2,1992.0,33.42442530000004,-111.9281403999998
Fox_lodging_Alana,Fox,Lodging/residential,6938.2,2006.0,33.42442530000004,-111.9281403999998
Fox_lodging_Wallace,Fox,Lodging/residential,5885.2,2007.0,33.42442530000004,-111.9281403999998
Fox_lodging_Isabell,Fox,Lodging/residential,2875.3,1951.0,33.42442530000004,-111.9281403999998
Fox_lodging_Winifred,Fox,Lodging/residential,5582.2,2001.0,33.42442530000004,-111.9281403999998
Fox_public_Martin,Fox,Public services,32129.3,1966.0,33.42442530000004,-111.9281403999998
Fox_public_Lauren,Fox,Public services,9262.4,1970.0,33.42442530000004,-111.9281403999998
Fox_health_Lorena,Fox,Healthcare,3428.5,1934.0,33.42442530000004,-111.9281403999998
Fox_education_Claude,Fox,Education,17957.6,2006.0,33.42442530000004,-111.9281403999998
Fox_education_Jaclyn,Fox,Education,6619.2,2004.0,33.42442530000004,-111.9281403999998
Fox_education_Etta,Fox,Education,4497.5,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Otilia,Fox,Education,30403.1,2012.0,33.42442530000004,-111.9281403999998
Fox_education_Eldon,Fox,Education,4613.7,1964.0,33.42442530000004,-111.9281403999998
Fox_education_Janina,Fox,Education,8479.5,1951.0,33.42442530000004,-111.9281403999998
Fox_lodging_Stephan,Fox,Lodging/residential,3382.2,1940.0,33.42442530000004,-111.9281403999998
Fox_education_Long,Fox,Education,12733.7,1964.0,33.42442530000004,-111.9281403999998
Fox_education_Leona,Fox,Education,26286.5,2003.0,33.42442530000004,-111.9281403999998
Fox_public_Belle,Fox,Public services,1524.6,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Dominique,Fox,Education,8930.2,1959.0,33.42442530000004,-111.9281403999998
Fox_education_Theodore,Fox,Education,11389.2,1971.0,33.42442530000004,-111.9281403999998
Fox_education_Melinda,Fox,Education,18984.6,1993.0,33.42442530000004,-111.9281403999998
Fox_assembly_Audrey,Fox,Entertainment/public assembly,1108.8,1939.0,33.42442530000004,-111.9281403999998
Fox_education_Willis,Fox,Education,24265.1,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Elizabeth,Fox,Education,25295.4,1955.0,33.42442530000004,-111.9281403999998
Fox_lodging_Angla,Fox,Lodging/residential,20115.9,1967.0,33.42442530000004,-111.9281403999998
Fox_office_Carson,Fox,Office,6891.5,1930.0,33.42442530000004,-111.9281403999998
Fox_assembly_Cecelia,Fox,Entertainment/public assembly,1591.6,1918.0,33.42442530000004,-111.9281403999998
Fox_lodging_Warren,Fox,Lodging/residential,4562.3,1951.0,33.42442530000004,-111.9281403999998
Fox_education_Eddy,Fox,Education,13015.0,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Shawanda,Fox,Education,960.1,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Stacia,Fox,Education,3134.5,1939.0,33.42442530000004,-111.9281403999998
Fox_assembly_Gary,Fox,Entertainment/public assembly,2261.7,1981.0,33.42442530000004,-111.9281403999998
Fox_education_Rudolph,Fox,Education,2335.5,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Louie,Fox,Education,16645.2,1971.0,33.42442530000004,-111.9281403999998
Fox_education_Ashli,Fox,Education,864.8,1970.0,33.42442530000004,-111.9281403999998
Fox_assembly_Cathy,Fox,Entertainment/public assembly,13386.0,1989.0,33.42442530000004,-111.9281403999998
Fox_public_Bart,Fox,Public services,9407.5,1982.0,33.42442530000004,-111.9281403999998
Fox_office_Bernard,Fox,Office,4182.2,1970.0,33.42442530000004,-111.9281403999998
Fox_lodging_Jina,Fox,Lodging/residential,9888.6,1963.0,33.42442530000004,-111.9281403999998
Fox_lodging_Frances,Fox,Lodging/residential,10340.5,1964.0,33.42442530000004,-111.9281403999998
Fox_assembly_Terrell,Fox,Entertainment/public assembly,4830.9,1974.0,33.42442530000004,-111.9281403999998
Fox_parking_Lynelle,Fox,Parking,14596.3,1987.0,33.42442530000004,-111.9281403999998
Fox_parking_Felipa,Fox,Parking,51767.1,2004.0,33.42442530000004,-111.9281403999998
Fox_education_Dewayne,Fox,Education,8892.4,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Shirley,Fox,Education,8220.6,1970.0,33.42442530000004,-111.9281403999998
Fox_office_Alice,Fox,Office,18806.8,1967.0,33.42442530000004,-111.9281403999998
Fox_education_Marlana,Fox,Education,5997.8,1965.0,33.42442530000004,-111.9281403999998
Fox_education_Melvin,Fox,Education,2289.4,1982.0,33.42442530000004,-111.9281403999998
Fox_assembly_Renna,Fox,Entertainment/public assembly,16671.4,1976.0,33.42442530000004,-111.9281403999998
Fox_education_Lilly,Fox,Education,12236.3,1991.0,33.42442530000004,-111.9281403999998
Fox_education_Virginia,Fox,Education,1186.7,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Marcelina,Fox,Education,400.8,1907.0,33.42442530000004,-111.9281403999998
Fox_education_Virgil,Fox,Education,6123.0,1964.0,33.42442530000004,-111.9281403999998
Fox_assembly_Johnnie,Fox,Entertainment/public assembly,23668.5,1989.0,33.42442530000004,-111.9281403999998
Fox_education_Suzan,Fox,Education,4559.5,1914.0,33.42442530000004,-111.9281403999998
Fox_education_Lesley,Fox,Education,1555.6,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Burton,Fox,Education,7028.1,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Shaun,Fox,Education,6616.9,1970.0,33.42442530000004,-111.9281403999998
Fox_education_Cynthia,Fox,Education,7197.1,1970.0,33.42442530000004,-111.9281403999998
